RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JC424195,N,9/7/2019 20:00,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/7/2019 22:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5129,W,AINSLIE ST,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,9,41.96964012,-87.75626347,POINT (-87.756263471776 41.969640116728)
JC424132,,9/7/2019 19:55,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 20:25,IMPROPER BACKING,NOT APPLICABLE,1807,N,HUDSON AVE,1813,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,7,9,41.9149597,-87.63977778,POINT (-87.639777778973 41.91495970078)
JC424123,,9/7/2019 19:50,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/7/2019 19:55,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,2953,W,DIVERSEY AVE,1411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,9,41.93195378,-87.70222183,POINT (-87.702221826495 41.931953784267)
JC424108,,9/7/2019 19:45,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",9/7/2019 20:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1300,N,HALSTED ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,9,41.90515954,-87.64826969,POINT (-87.648269694078 41.905159539077)
JC428751,Y,9/7/2019 19:40,20,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",9/11/2019 11:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1232,W,ROSEMONT AVE,2433,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,19,7,9,41.99647254,-87.66188238,POINT (-87.661882383786 41.9964725402)
JC425200,,9/7/2019 19:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/8/2019 19:00,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5500,S,CENTRAL AVE,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,9,41.79264234,-87.7624466,POINT (-87.762446600716 41.792642336891)
JC424102,,9/7/2019 19:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,TURNING,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/7/2019 20:00,UNABLE TO DETERMINE,NOT APPLICABLE,211,S,KARLOV AVE,1115,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,9,41.87757244,-87.72786734,POINT (-87.727867334808 41.877572442001)
JC424096,,9/7/2019 19:25,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/7/2019 19:40,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,6312,S,PULASKI RD,813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,9,41.77822512,-87.72289536,POINT (-87.722895358584 41.778225116897)
JC424129,,9/7/2019 19:13,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT ON GRADE,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",9/7/2019 19:22,UNABLE TO DETERMINE,UNABLE TO DETERMINE,643,W,MADISON ST,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,9,41.88170852,-87.64426017,POINT (-87.64426017005 41.881708522596)
JC437008,Y,9/7/2019 19:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/17/2019 12:25,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,500,W,35TH ST,915,Y,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,9,41.83095443,-87.6388669,POINT (-87.638866898665 41.83095443385)
JC424914,,9/7/2019 19:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,Y,$500 OR LESS,9/8/2019 15:00,IMPROPER LANE USAGE,NOT APPLICABLE,6000,S,FAIRFIELD AVE,825,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,7,9,41.78450789,-87.69246739,POINT (-87.692467384998 41.78450789247)
JC424774,,9/7/2019 19:00,15,NO CONTROLS,OTHER,UNKNOWN,UNKNOWN,OTHER OBJECT,ALLEY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,Y,Y,"$501 - $1,500",9/8/2019 11:52,UNABLE TO DETERMINE,UNABLE TO DETERMINE,19,E,102ND ST,511,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,7,9,41.70888729,-87.62272071,POINT (-87.6227207079 41.708887286971)
JC424110,,9/7/2019 18:57,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 20:15,IMPROPER LANE USAGE,NOT APPLICABLE,190,N,STATE ST,111,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,18,7,9,41.88555517,-87.62808273,POINT (-87.628082725161 41.885555169503)
JC424070,,9/7/2019 18:54,40,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 18:56,UNABLE TO DETERMINE,NOT APPLICABLE,4000,S,CICERO AVE,1031,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,18,7,9,41.82056577,-87.7436532,POINT (-87.743653198213 41.820565772976)
JC424114,,9/7/2019 18:45,15,NO CONTROLS,UNKNOWN,CLEAR,DUSK,PEDESTRIAN,ONE-WAY,,STRAIGHT AND LEVEL,DRY,OTHER,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,9/7/2019 18:45,UNABLE TO DETERMINE,NOT APPLICABLE,4251,W,KAMERLING AVE,2534,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,18,7,9,41.90516236,-87.73332714,POINT (-87.733327142363 41.905162360372)
JC424073,,9/7/2019 18:34,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",9/7/2019 18:34,FAILING TO YIELD RIGHT-OF-WAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2700,S,KEDZIE AVE,1032,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,7,9,41.84260253,-87.70512781,POINT (-87.705127810739 41.842602526365)
JC424064,,9/7/2019 18:25,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/7/2019 18:31,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,8300,S,PULASKI RD,834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,7,9,41.74213055,-87.7218241,POINT (-87.72182410033 41.742130554062)
JC424029,,9/7/2019 18:15,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 18:35,UNABLE TO DETERMINE,NOT APPLICABLE,1141,N,ASHLAND AVE,1213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,7,9,41.90279709,-87.6673307,POINT (-87.667330694792 41.902797093511)
JC424010,,9/7/2019 18:02,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",9/7/2019 18:02,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",UNABLE TO DETERMINE,3222,S,EMERALD AVE,915,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,7,9,41.8355245,-87.64515026,POINT (-87.645150258263 41.835524503189)
JC424028,,9/7/2019 18:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/7/2019 18:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4812,N,KEDZIE AVE,1713,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,7,9,41.96887859,-87.70863559,POINT (-87.70863558549 41.96887858858)
JC424011,,9/7/2019 17:54,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",9/7/2019 17:55,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,2212,N,KEYSTONE AVE,2525,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,7,9,41.92123908,-87.72803886,POINT (-87.728038862203 41.921239082539)
JC424016,,9/7/2019 17:47,45,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",9/7/2019 17:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4900,S,CHICAGO BEACH DR,222,,,,,,,3,NONINCAPACITATING INJURY,1,0,0,1,0,3,0,17,7,9,41.80617039,-87.58579957,POINT (-87.585799572515 41.806170387633)
JC424037,,9/7/2019 17:45,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,N,,Y,$500 OR LESS,9/7/2019 18:28,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,258,N,LA CROSSE AVE,1532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,7,9,41.88565851,-87.74683844,POINT (-87.746838443562 41.885658508739)
JC424027,,9/7/2019 17:35,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",9/7/2019 17:41,UNABLE TO DETERMINE,NOT APPLICABLE,1647,W,NORTH SHORE AVE,2432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,7,9,42.00340658,-87.67237959,POINT (-87.672379589018 42.003406583459)
JC424098,,9/7/2019 17:30,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/7/2019 19:43,UNABLE TO DETERMINE,NOT APPLICABLE,4200,W,64TH ST,813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,17,7,9,41.77688699,-87.72765964,POINT (-87.72765963595 41.776886985108)
JC424060,,9/7/2019 17:30,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,9/7/2019 17:54,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,4921,W,GLADYS AVE,1533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,7,9,41.87573181,-87.74812985,POINT (-87.74812985448 41.87573181184)
JC423985,,9/7/2019 17:30,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO REAR,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/7/2019 17:45,IMPROPER BACKING,UNABLE TO DETERMINE,4798,N,CENTRAL AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,7,9,41.96773491,-87.76762263,POINT (-87.767622626845 41.967734907219)
JC423980,,9/7/2019 17:29,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,,"OVER $1,500",9/7/2019 17:31,NOT APPLICABLE,NOT APPLICABLE,6800,S,WOOD ST,726,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,17,7,9,41.77021957,-87.66896784,POINT (-87.668967836784 41.770219571844)
JC424006,,9/7/2019 17:27,10,OTHER,OTHER,CLEAR,DAYLIGHT,PEDESTRIAN,PARKING LOT,,CURVE ON GRADE,DRY,OTHER,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,,"OVER $1,500",9/7/2019 17:28,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FAILING TO YIELD RIGHT-OF-WAY,6403,N,ARTESIAN AVE,2412,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,17,7,9,41.99785885,-87.69096194,POINT (-87.690961934682 41.997858852382)
JC423995,,9/7/2019 17:25,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/7/2019 17:26,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,11100,S,DOTY AVE E,513,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,7,9,41.69275271,-87.59698875,POINT (-87.59698875385 41.692752710685)
JC423983,,9/7/2019 17:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",9/7/2019 17:24,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,3955,W,ROOSEVELT RD,1011,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,7,9,41.86606589,-87.72492306,POINT (-87.724923056635 41.866065894363)
JC423955,,9/7/2019 17:08,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,RAMP,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",9/7/2019 17:09,UNABLE TO DETERMINE,NOT APPLICABLE,2759,W,VAN BUREN ST,1135,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,2,0,17,7,9,41.87587163,-87.69612324,POINT (-87.696123238512 41.875871627791)
JC423960,,9/7/2019 17:02,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 17:15,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",UNABLE TO DETERMINE,3058,S,ARCHER AVE,913,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,7,9,41.83912798,-87.66346041,POINT (-87.663460409237 41.839127983918)
JC424015,,9/7/2019 17:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/7/2019 18:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4731,W,FOSTER AVE,1712,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,7,9,41.97524215,-87.74699701,POINT (-87.746997008924 41.975242148996)
JC423971,,9/7/2019 17:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/7/2019 17:08,UNABLE TO DETERMINE,UNABLE TO DETERMINE,642,W,JUNIOR TER,1915,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,7,9,41.96111794,-87.64685817,POINT (-87.646858167869 41.961117941336)
JC423958,,9/7/2019 17:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 17:04,IMPROPER LANE USAGE,DISREGARDING ROAD MARKINGS,1338,S,MICHIGAN AVE,131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,7,9,41.86467686,-87.62423473,POINT (-87.624234732517 41.864676860165)
JC424046,,9/7/2019 16:55,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/7/2019 18:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3819,W,57TH ST,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,7,9,41.78953123,-87.71896264,POINT (-87.718962634562 41.789531234405)
JC423934,,9/7/2019 16:51,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/7/2019 16:51,EQUIPMENT - VEHICLE CONDITION,UNABLE TO DETERMINE,3353,W,DIVISION ST,1121,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,7,9,41.90267953,-87.71153379,POINT (-87.71153379056 41.902679525985)
JC423948,,9/7/2019 16:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 17:10,IMPROPER BACKING,NOT APPLICABLE,1215,W,ROOSEVELT RD,1233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,9,41.86687721,-87.65728721,POINT (-87.657287211973 41.866877208868)
JC423924,,9/7/2019 16:42,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",9/7/2019 16:46,UNABLE TO DETERMINE,NOT APPLICABLE,7058,S,STEWART AVE,732,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,9,41.76544512,-87.63481373,POINT (-87.634813726243 41.765445118815)
JC423975,,9/7/2019 16:41,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 17:35,UNABLE TO DETERMINE,NOT APPLICABLE,4800,W,GEORGE ST,2521,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,9,41.93346293,-87.74679225,POINT (-87.746792246811 41.93346293058)
JC423976,,9/7/2019 16:40,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/7/2019 17:40,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5800,S,KEDZIE AVE,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,7,9,41.7879702,-87.70354447,POINT (-87.703544465118 41.787970201401)
JC423950,,9/7/2019 16:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,9/7/2019 17:10,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,7822,S,CARPENTER ST,612,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,9,41.75165703,-87.65027648,POINT (-87.650276482899 41.751657033633)
JC424004,,9/7/2019 16:37,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 16:37,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,397,E,ONTARIO ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,7,9,41.89333372,-87.61785925,POINT (-87.617859249093 41.893333716262)
JC424053,,9/7/2019 16:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 16:45,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,306,S,SACRAMENTO BLVD,1124,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,7,9,41.8771235,-87.70124909,POINT (-87.701249094398 41.877123502764)
JC440561,,9/7/2019 16:30,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/19/2019 22:00,IMPROPER LANE USAGE,NOT APPLICABLE,3829,N,MOZART ST,1733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,7,9,41.95120825,-87.69923657,POINT (-87.699236569239 41.95120825345)
